Tenure in Months,Offer,Monthly Charge,Total Charges,Internet Service,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Contract,Paperless Billing,Customer Status,Churn Category
2,Offer E,19.85,51.6,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
50,Offer B,106.8,5347.95,Yes,No,Yes,No,Yes,One Year,Yes,Stayed,Competitor
72,Offer A,97.7,6869.7,Yes,No,Yes,No,No,Two Year,Yes,Stayed,Competitor
24,Offer B,75.4,1747.85,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
11,Offer B,35.65,425.1,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Stayed,Competitor
7,Offer B,66.85,458.1,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
7,Offer B,94.1,701.3,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
59,Offer B,20.6,1286.0,No,No,No,No,No,Two Year,No,Stayed,Competitor
66,Offer B,56.75,3708.4,Yes,No,Yes,Yes,No,Two Year,Yes,Stayed,Competitor
72,Offer A,23.75,1679.25,No,No,No,No,No,Two Year,No,Stayed,Competitor
33,Offer B,93.55,3055.5,Yes,Yes,Yes,No,Yes,One Year,Yes,Stayed,Competitor
66,Offer B,80.55,5265.1,Yes,No,Yes,Yes,No,Two Year,Yes,Churned,Attitude
3,Offer B,30.4,82.15,Yes,No,No,No,Yes,Month-to-Month,No,Joined,Competitor
11,Offer B,97.85,1105.4,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
69,Offer A,56.55,3952.65,Yes,Yes,Yes,No,No,Two Year,No,Stayed,Competitor
24,Offer B,19.7,452.55,No,No,No,No,No,Two Year,No,Stayed,Competitor
31,Offer B,20.9,689.35,No,No,No,No,No,Two Year,No,Stayed,Competitor
70,Offer A,94.8,6859.05,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
46,Offer B,93.7,4154.8,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Churned,Price
1,Offer E,44.55,44.55,Yes,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
68,Offer B,60.3,4109.0,Yes,No,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
28,Offer C,89.95,2625.55,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Attitude
12,Offer B,50.25,593.75,Yes,No,No,No,Yes,Month-to-Month,No,Churned,Price
2,Offer B,-1.0,159.45,Yes,No,No,No,No,Month-to-Month,No,Churned,Competitor
62,Offer B,71.4,4487.3,Yes,Yes,No,Yes,Yes,One Year,No,Stayed,Competitor
6,Offer B,75.5,438.0,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
4,Offer B,20.5,79.05,No,No,No,No,No,One Year,No,Stayed,Competitor
53,Offer B,90.8,4921.2,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Stayed,Competitor
32,Offer C,90.95,2897.95,Yes,No,No,No,No,Two Year,No,Stayed,Competitor
41,Offer B,51.35,2075.1,Yes,No,No,Yes,No,One Year,Yes,Stayed,Competitor
52,Offer B,20.65,1022.95,No,No,No,No,No,One Year,No,Stayed,Competitor
24,Offer C,19.9,533.5,No,No,No,No,No,One Year,No,Stayed,Competitor
72,Offer A,93.25,6688.95,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
14,Offer D,80.45,1137.05,Yes,No,Yes,No,Yes,Month-to-Month,No,Stayed,Competitor
67,Offer B,118.35,7804.15,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Churned,Competitor
21,Offer B,80.9,1714.95,Yes,Yes,No,Yes,Yes,One Year,No,Stayed,Competitor
71,Offer B,83.2,6126.1,Yes,Yes,No,Yes,Yes,Two Year,No,Stayed,Competitor
25,Offer B,60.35,1404.65,Yes,No,No,No,No,Month-to-Month,No,Stayed,Competitor
1,Offer E,20.25,20.25,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
23,Offer B,20.3,470.6,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
72,Offer A,64.8,4732.35,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
12,Offer D,49.2,571.15,Yes,Yes,No,No,No,Month-to-Month,Yes,Stayed,Competitor
22,Offer D,43.75,903.6,Yes,No,Yes,Yes,No,One Year,Yes,Churned,Dissatisfaction
70,Offer B,77.3,5498.2,Yes,Yes,No,Yes,Yes,Two Year,No,Stayed,Competitor
72,Offer B,114.55,8306.05,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
70,Offer B,26.0,2006.95,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
16,Offer B,54.85,916.15,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
22,Offer B,80.0,1706.45,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
5,Offer B,90.35,434.5,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
69,Offer A,108.75,7493.05,Yes,No,Yes,Yes,Yes,One Year,Yes,Stayed,Competitor
42,Offer B,20.0,833.55,No,No,No,No,No,Two Year,No,Stayed,Competitor
42,Offer B,100.4,4303.65,Yes,No,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
5,Offer E,55.75,266.95,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Stayed,Competitor
72,Offer B,86.4,6058.95,Yes,Yes,Yes,No,Yes,Two Year,Yes,Stayed,Competitor
39,Offer B,25.0,1004.35,No,No,No,No,No,Two Year,No,Stayed,Competitor
21,Offer B,60.25,1258.35,Yes,Yes,No,Yes,Yes,One Year,Yes,Stayed,Competitor
35,Offer B,61.0,2130.45,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Stayed,Competitor
35,Offer C,69.15,2490.15,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
12,Offer B,73.3,828.05,Yes,No,No,No,No,Two Year,Yes,Stayed,Competitor
27,Offer B,56.7,1652.95,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
72,Offer A,25.0,1738.9,No,No,No,No,No,Two Year,No,Stayed,Competitor
58,Offer B,45.35,2540.1,Yes,Yes,Yes,No,No,One Year,Yes,Stayed,Competitor
10,Offer D,79.25,793.55,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
64,Offer B,89.45,5692.65,Yes,Yes,Yes,Yes,No,One Year,No,Stayed,Competitor
71,Offer B,20.5,1500.95,No,No,No,No,No,Two Year,No,Stayed,Competitor
10,Offer D,51.2,498.25,Yes,No,Yes,No,No,Month-to-Month,No,Stayed,Competitor
4,Offer E,45.3,196.95,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Other
71,Offer A,79.05,5552.5,Yes,No,Yes,No,No,One Year,Yes,Stayed,Competitor
66,Offer A,59.75,3996.8,Yes,Yes,No,No,No,Two Year,Yes,Stayed,Competitor
69,Offer B,19.95,1399.35,No,No,No,No,No,Two Year,No,Stayed,Competitor
43,Offer B,26.45,1110.05,No,No,No,No,No,Two Year,No,Stayed,Competitor
72,Offer A,24.85,1871.85,No,No,No,No,No,Two Year,No,Stayed,Competitor
61,Offer B,19.45,1336.35,No,No,No,No,No,One Year,No,Stayed,Competitor
7,Offer B,44.65,322.5,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
70,Offer B,39.15,2692.75,Yes,Yes,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
5,Offer E,84.7,392.5,Yes,No,Yes,No,No,One Year,Yes,Stayed,Competitor
16,Offer B,96.4,1581.2,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
17,Offer B,21.1,385.55,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
51,Offer B,19.4,997.75,No,No,No,No,No,One Year,No,Stayed,Competitor
5,Offer B,59.9,287.85,Yes,Yes,Yes,No,Yes,Two Year,No,Stayed,Competitor
14,Offer D,64.7,941.0,Yes,Yes,No,No,No,Month-to-Month,Yes,Churned,Competitor
3,Offer B,77.0,237.75,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
64,Offer B,53.85,3399.85,Yes,No,Yes,No,No,One Year,Yes,Stayed,Competitor
7,Offer B,34.65,246.6,Yes,Yes,No,No,Yes,Month-to-Month,No,Stayed,Competitor
1,Offer B,25.2,25.2,Yes,No,No,No,No,Month-to-Month,No,Churned,Other
60,Offer B,116.05,6925.9,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
1,Offer B,20.45,20.45,No,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
2,Offer B,24.45,47.5,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
20,Offer B,68.9,1370.35,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Stayed,Competitor
72,Offer A,115.55,8425.3,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
72,Offer B,107.45,7658.3,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
4,Offer B,90.4,356.65,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
1,Offer B,21.05,21.05,No,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
33,Offer B,103.75,3361.05,Yes,Yes,No,Yes,Yes,One Year,Yes,Churned,Attitude
56,Offer B,93.15,5253.95,Yes,Yes,Yes,Yes,No,One Year,Yes,Stayed,Competitor
9,Offer E,70.5,597.9,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
12,Offer D,95.7,1184.0,Yes,No,No,Yes,No,One Year,No,Stayed,Competitor
51,Offer B,97.8,4913.3,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Price
33,Offer C,24.15,800.3,No,No,No,No,No,One Year,No,Stayed,Competitor
1,Offer E,50.45,50.45,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Dissatisfaction
70,Offer B,19.85,1328.35,No,No,No,No,No,Two Year,No,Stayed,Competitor
1,Offer E,47.95,47.95,Yes,Yes,No,No,No,Month-to-Month,No,Joined,Competitor
32,Offer B,93.2,2931.0,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
39,Offer C,41.15,1700.9,Yes,Yes,Yes,No,Yes,One Year,No,Stayed,Competitor
45,Offer B,24.65,1138.8,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
19,Offer D,55.0,1046.5,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Churned,Competitor
30,Offer B,94.4,2638.1,Yes,No,No,No,Yes,One Year,Yes,Stayed,Competitor
7,Offer B,19.4,168.65,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
59,Offer B,76.45,4519.5,Yes,Yes,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
1,Offer B,20.2,20.2,No,No,No,No,No,Month-to-Month,Yes,Churned,Price
1,Offer E,70.6,70.6,Yes,No,No,No,No,Two Year,Yes,Joined,Competitor
72,Offer B,110.45,7982.5,Yes,No,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
67,Offer A,75.5,5229.45,Yes,Yes,No,No,No,Two Year,Yes,Stayed,Competitor
47,Offer B,73.6,3522.65,Yes,No,Yes,Yes,No,Two Year,No,Stayed,Competitor
4,Offer B,61.3,249.4,Yes,No,No,No,Yes,Month-to-Month,Yes,Stayed,Competitor
24,Offer B,104.15,2494.65,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Stayed,Competitor
9,Offer B,50.8,463.6,Yes,Yes,No,Yes,Yes,One Year,No,Stayed,Competitor
7,Offer E,19.85,144.15,No,No,No,No,No,Two Year,No,Stayed,Competitor
65,Offer B,59.95,3921.1,Yes,Yes,No,Yes,Yes,Two Year,No,Stayed,Competitor
14,Offer B,20.05,299.3,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
35,Offer B,53.15,1930.9,Yes,Yes,No,Yes,No,One Year,No,Stayed,Competitor
26,Offer B,39.95,1023.75,Yes,No,Yes,No,No,One Year,Yes,Stayed,Competitor
7,Offer B,75.15,525.0,Yes,No,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
43,Offer B,107.55,4533.9,Yes,No,No,Yes,Yes,One Year,Yes,Churned,Dissatisfaction
37,Offer B,20.15,785.75,No,No,No,No,No,One Year,No,Stayed,Competitor
23,Offer B,40.65,947.4,Yes,Yes,Yes,No,Yes,One Year,No,Stayed,Competitor
50,Offer B,69.75,3557.7,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
1,Offer E,19.65,19.65,No,No,No,No,No,Month-to-Month,No,Churned,Competitor
27,Offer C,104.65,2964.0,Yes,No,Yes,No,Yes,One Year,Yes,Stayed,Competitor
58,Offer B,71.1,4299.2,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Stayed,Competitor
12,Offer B,26.4,314.95,No,No,No,No,No,One Year,No,Stayed,Competitor
72,Offer B,78.45,5682.25,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
14,Offer B,86.3,1180.95,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Attitude
10,Offer B,89.8,914.3,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
72,Offer B,66.5,4811.6,Yes,Yes,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
9,Offer E,50.1,484.05,Yes,No,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
45,Offer B,81.65,3618.7,Yes,Yes,No,Yes,Yes,Two Year,No,Stayed,Competitor
64,Offer B,19.45,1225.65,No,No,No,No,No,Two Year,No,Stayed,Competitor
2,Offer E,49.25,90.35,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Dissatisfaction
64,Offer B,80.3,5017.7,Yes,Yes,No,Yes,No,One Year,No,Stayed,Competitor
39,Offer B,41.1,1597.05,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Stayed,Competitor
1,Offer E,45.0,45.0,Yes,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
7,Offer E,95.35,660.9,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
58,Offer B,24.35,1423.85,No,No,No,No,No,Two Year,No,Stayed,Competitor
4,Offer B,74.4,306.6,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
3,Offer E,50.65,151.3,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
1,Offer B,74.35,74.35,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
72,Offer B,86.05,6309.65,Yes,Yes,Yes,No,Yes,Two Year,No,Stayed,Competitor
43,Offer B,101.0,4388.4,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
1,Offer E,69.6,69.6,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
68,Offer B,100.3,6754.35,Yes,No,Yes,No,Yes,One Year,Yes,Stayed,Competitor
38,Offer B,101.15,3956.7,Yes,No,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
55,Offer B,20.3,1079.05,No,No,No,No,No,Two Year,No,Stayed,Competitor
1,Offer B,71.65,71.65,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
8,Offer B,84.9,764.95,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Price
33,Offer B,59.4,1952.8,Yes,Yes,No,No,Yes,One Year,No,Stayed,Competitor
57,Offer B,100.6,5611.7,Yes,No,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
42,Offer B,77.95,3384.0,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
15,Offer B,20.05,284.3,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
8,Offer E,20.25,174.65,No,No,No,No,No,Two Year,No,Stayed,Competitor
4,Offer E,56.75,245.15,Yes,Yes,No,Yes,No,Month-to-Month,No,Stayed,Competitor
62,Offer B,84.5,5193.2,Yes,No,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
25,Offer B,95.9,2448.75,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Competitor
1,Offer E,19.45,19.45,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
68,Offer B,19.5,1193.55,No,No,No,No,No,One Year,No,Stayed,Competitor
34,Offer C,100.05,3480.0,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Dissatisfaction
72,Offer A,84.7,6185.15,Yes,Yes,No,No,Yes,Two Year,Yes,Stayed,Competitor
21,Offer B,60.05,1236.15,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
55,Offer B,55.7,3131.8,Yes,Yes,Yes,No,No,Month-to-Month,No,Stayed,Competitor
42,Offer B,69.4,3058.3,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
67,Offer A,100.9,6733.15,Yes,Yes,Yes,No,No,One Year,Yes,Stayed,Competitor
41,Offer B,20.65,835.15,No,No,No,No,No,Two Year,No,Stayed,Competitor
26,Offer C,86.65,2208.75,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
4,Offer E,65.6,250.1,Yes,No,No,Yes,No,Month-to-Month,No,Stayed,Competitor
66,Offer B,62.5,4136.4,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
15,Offer B,25.25,394.85,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
63,Offer B,90.05,5817.0,Yes,No,No,Yes,Yes,One Year,Yes,Stayed,Competitor
59,Offer B,82.95,4903.15,Yes,Yes,Yes,Yes,No,One Year,Yes,Stayed,Competitor
25,Offer C,54.2,1423.15,Yes,No,No,Yes,Yes,One Year,No,Stayed,Competitor
4,Offer B,19.4,93.4,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
2,Offer B,95.65,167.3,Yes,No,Yes,No,No,Month-to-Month,No,Churned,Dissatisfaction
69,Offer B,90.65,6322.1,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
5,Offer B,91.4,449.75,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
66,Offer A,79.5,5196.1,Yes,No,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
6,Offer B,83.55,477.55,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
28,Offer B,92.2,2568.15,Yes,No,No,No,No,One Year,No,Stayed,Competitor
57,Offer B,95.3,5567.45,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
22,Offer D,101.35,2317.1,Yes,Yes,No,No,No,Month-to-Month,Yes,Churned,Price
49,Offer B,20.7,1032.05,No,No,No,No,No,One Year,No,Stayed,Competitor
65,Offer B,103.9,6767.1,Yes,No,No,Yes,Yes,One Year,Yes,Stayed,Competitor
2,Offer B,75.7,189.2,Yes,Yes,No,No,No,Month-to-Month,Yes,Churned,Other
42,Offer B,78.45,3373.4,Yes,No,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
61,Offer B,20.55,1305.95,No,No,No,No,No,Two Year,No,Stayed,Competitor
26,Offer C,83.75,2070.6,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
10,Offer D,20.0,198.6,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
67,Offer B,25.6,1790.35,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
10,Offer B,99.85,990.9,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Churned,Dissatisfaction
4,Offer B,76.05,318.9,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Price
66,Offer B,80.45,5224.35,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Attitude
1,Offer E,50.05,50.05,Yes,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
2,Offer B,56.7,113.55,Yes,Yes,No,No,No,Month-to-Month,No,Churned,Competitor
37,Offer B,24.1,861.85,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
35,Offer B,39.85,1434.6,Yes,No,No,Yes,No,Two Year,Yes,Stayed,Competitor
72,Offer A,115.05,8405.0,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
8,Offer B,44.45,369.3,Yes,No,No,No,No,Month-to-Month,No,Stayed,Competitor
19,Offer B,78.7,1495.1,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
20,Offer D,19.6,356.15,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
38,Offer B,24.25,914.4,No,No,No,No,No,One Year,Yes,Stayed,Competitor
57,Offer B,18.8,1094.35,No,No,No,No,No,Two Year,No,Stayed,Competitor
38,Offer B,94.9,3616.25,Yes,No,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
67,Offer B,104.6,6885.75,Yes,Yes,No,No,Yes,Two Year,No,Stayed,Competitor
22,Offer B,55.1,1253.15,Yes,Yes,No,No,Yes,Month-to-Month,No,Stayed,Competitor
57,Offer B,-3.0,5497.05,Yes,Yes,No,No,No,Month-to-Month,Yes,Stayed,Competitor
72,Offer A,74.35,5237.4,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
70,Offer B,79.4,5528.9,Yes,Yes,Yes,Yes,Yes,One Year,No,Stayed,Competitor
1,Offer B,73.65,73.65,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
13,Offer D,67.8,842.25,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Stayed,Competitor
62,Offer B,115.55,7159.05,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
5,Offer E,89.35,461.7,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Churned,Dissatisfaction
5,Offer B,69.05,318.5,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
31,Offer B,76.05,2227.8,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
18,Offer B,80.55,1411.65,Yes,No,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
64,Offer B,108.95,7111.3,Yes,Yes,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
42,Offer B,55.65,2421.75,Yes,No,No,Yes,No,Month-to-Month,No,Stayed,Competitor
30,Offer C,90.4,2820.65,Yes,Yes,Yes,Yes,No,One Year,No,Stayed,Competitor
19,Offer D,73.85,1424.5,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Attitude
65,Offer B,55.15,3673.15,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
18,Offer D,20.1,401.85,No,No,No,No,No,One Year,No,Stayed,Competitor
13,Offer D,100.8,1308.1,Yes,Yes,No,No,No,Month-to-Month,Yes,Churned,Attitude
41,Offer B,19.75,806.95,No,No,No,No,No,One Year,Yes,Stayed,Competitor
54,Offer B,59.8,3246.45,Yes,No,Yes,Yes,No,Two Year,Yes,Stayed,Competitor
32,Offer B,-6.0,707.5,No,No,No,No,No,One Year,No,Stayed,Competitor
72,Offer B,115.8,8332.15,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
59,Offer B,19.5,1147.85,No,No,No,No,No,Two Year,No,Stayed,Competitor
25,Offer C,24.75,692.1,No,No,No,No,No,Two Year,No,Churned,Competitor
15,Offer B,85.6,1345.55,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
14,Offer D,75.35,1025.95,Yes,No,No,Yes,No,Month-to-Month,No,Churned,Attitude
52,Offer B,25.75,1345.85,No,No,No,No,No,Two Year,No,Stayed,Competitor
61,Offer B,106.45,6300.15,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
54,Offer B,20.05,1102.4,No,No,No,No,No,Two Year,No,Stayed,Competitor
8,Offer B,73.5,632.2,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
3,Offer E,77.4,206.15,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Joined,Competitor
14,Offer D,80.05,1112.3,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Stayed,Competitor
72,Offer A,20.8,1521.2,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
35,Offer C,96.75,3403.4,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
66,Offer B,63.85,4264.6,Yes,No,No,No,Yes,Month-to-Month,No,Stayed,Competitor
48,Offer B,70.55,3420.5,Yes,No,Yes,Yes,No,One Year,Yes,Stayed,Competitor
48,Offer B,104.5,5068.05,Yes,Yes,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
21,Offer D,77.5,1625.0,Yes,Yes,Yes,No,Yes,One Year,No,Churned,Other
1,Offer E,20.45,20.45,No,No,No,No,No,Two Year,No,Joined,Competitor
67,Offer B,112.35,7388.45,Yes,No,Yes,Yes,Yes,One Year,Yes,Stayed,Competitor
1,Offer B,19.8,19.8,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
7,Offer E,49.75,331.3,Yes,Yes,No,No,No,One Year,Yes,Churned,Competitor
17,Offer D,90.95,1612.2,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Stayed,Competitor
40,Offer B,106.0,4178.65,Yes,No,Yes,Yes,No,One Year,Yes,Stayed,Competitor
24,Offer B,89.85,2165.05,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
69,Offer A,107.2,7317.1,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Stayed,Competitor
72,Offer B,84.8,6141.65,Yes,Yes,Yes,No,Yes,Two Year,Yes,Stayed,Competitor
1,Offer E,19.5,19.5,No,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
36,Offer B,54.45,1893.5,Yes,Yes,No,No,No,One Year,No,Stayed,Competitor
47,Offer B,60.0,2768.65,Yes,Yes,Yes,Yes,No,Two Year,Yes,Stayed,Competitor
16,Offer B,19.75,294.9,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
17,Offer B,19.65,351.55,No,No,No,No,No,One Year,Yes,Stayed,Competitor
38,Offer B,20.2,746.05,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
1,Offer B,79.1,79.1,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
72,Offer B,92.45,6440.25,Yes,Yes,Yes,Yes,Yes,Two Year,No,Churned,Competitor
50,Offer B,35.0,1782.4,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
8,Offer E,75.6,535.55,Yes,No,Yes,No,No,Month-to-Month,No,Stayed,Competitor
67,Offer A,50.55,3260.1,Yes,No,No,No,Yes,Two Year,No,Stayed,Competitor
38,Offer C,20.3,749.35,No,No,No,No,No,One Year,No,Stayed,Competitor
70,Offer A,64.95,4523.25,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
41,Offer B,74.65,3090.65,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
59,Offer B,111.1,6555.2,Yes,Yes,Yes,No,Yes,Two Year,Yes,Stayed,Competitor
64,Offer B,24.7,1642.75,No,No,No,No,No,One Year,No,Stayed,Competitor
3,Offer E,85.3,264.8,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Other
22,Offer D,25.6,548.8,No,No,No,No,No,One Year,No,Stayed,Competitor
70,Offer B,64.95,4551.5,Yes,Yes,Yes,No,Yes,One Year,No,Stayed,Competitor
43,Offer B,94.35,3921.3,Yes,No,No,No,No,One Year,No,Stayed,Competitor
5,Offer E,50.6,249.95,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
1,Offer E,86.6,86.6,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
1,Offer B,19.55,19.55,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
72,Offer A,115.75,8399.15,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
18,Offer D,25.3,454.65,No,No,No,No,No,Two Year,No,Stayed,Competitor
38,Offer B,74.05,2802.3,Yes,Yes,Yes,Yes,Yes,One Year,No,Stayed,Competitor
